,etiquetaoriginal,tweet,tweetF,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,TweetNeutro,TweetPositivo,TweetNegativo,
4710,P,"Buenos días!!! Lo q hoy seas capaz de sembrar, será lo q mañana cosecharás. Tu futuro depende de lo q realices en tu presente... Besitos","['Buenos', 'días', 'Lo', 'q', 'hoy', 'seas', 'capaz', 'de', 'sembrar', 'será', 'lo', 'q', 'mañana', 'cosecharás', 'Tu', 'futuro', 'depende', 'de', 'lo', 'q', 'realices', 'en', 'tu', 'presente', 'Besitos']",0,0.04,0,0,0.04,0,0.04,0,0.04,0.04,0,1,0,1
4711,N,"Cuidando a mi enfermita, hoy no se trabaja dice ella y esta perfecto día de camita! yo malita tu malita chin me toco ser la enfermera!","['Cuidando', 'a', 'mi', 'enfermita', 'hoy', 'no', 'se', 'trabaja', 'dice', 'ella', 'y', 'esta', 'perfecto', 'día', 'de', 'camita', 'yo', 'malita', 'tu', 'malita', 'chin', 'me', 'toco', 'ser', 'la', 'enfermera', '']",0,0.038461538,0,0,0.038461538,0,0.076923077,0,0,0.076923077,0,1,0,0
4712,P,"Si me caes bn lee esto, si no sigue tu camino jajaja ....Feliz Navidad pasenla súper bn y que santa les de muchos regalitos .. Los quiero","['Si', 'me', 'caes', 'bn', 'lee', 'esto', 'si', 'no', 'sigue', 'tu', 'camino', 'jajaja', 'Feliz', 'Navidad', 'pasenla', 'súper', 'bn', 'y', 'que', 'santa', 'les', 'de', 'muchos', 'regalitos', 'Los', 'quiero']",0,0.038461538,0,0,0.038461538,0,0.038461538,0,0,0.038461538,0,1,0,1
4713,N,"No ire a la facu porque esta muy feo el clima no hay taxis, Uber, mi mama no me quiere llevar, no me quiero mojar, pues me duermo","['No', 'ire', 'a', 'la', 'facu', 'porque', 'esta', 'muy', 'feo', 'el', 'clima', 'no', 'hay', 'taxis', 'Uber', 'mi', 'mama', 'no', 'me', 'quiere', 'llevar', 'no', 'me', 'quiero', 'mojar', 'pues', 'me', 'duermo']",0,0,0.035714286,0,0,0.071428571,0,0.035714286,0,0,0,0,1,1
4714,N,"Que triste, es el primer dibujo que quiero que vea, que de verdad me gustó, en el cual me esforcé más que en otros, y no creo que lo vea","['Que', 'triste', 'es', 'el', 'primer', 'dibujo', 'que', 'quiero', 'que', 'vea', 'que', 'de', 'verdad', 'me', 'gustó', 'en', 'el', 'cual', 'me', 'esforcé', 'más', 'que', 'en', 'otros', 'y', 'no', 'creo', 'que', 'lo', 'vea']",0.033333333,0,0.033333333,0.033333333,0,0.033333333,0.033333333,0.033333333,0,0.033333333,1,0,0,0
4715,P,@wendolencha es que pinche partidazooo,"['', 'wendolencha', 'es', 'que', 'pinche', 'partidazooo']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4716,P,@MarianaGrarod @dctorre ya puedes ser feliz,"['', 'MarianaGrarod', 'dctorre', 'ya', 'puedes', 'ser', 'feliz']",0,0.166666667,0,0,0.166666667,0,0.166666667,0,0,0.166666667,0,1,0,1
4717,N,Me muero por ya comprar otro celular,"['Me', 'muero', 'por', 'ya', 'comprar', 'otro', 'celular']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4718,P,@RociYAxel Feliz cumpleaños que la pases súper bien,"['', 'RociYAxel', 'Feliz', 'cumpleaños', 'que', 'la', 'pases', 'súper', 'bien']",0,0.125,0,0,0.125,0,0.125,0,0,0.125,0,1,0,1
4719,P,Esos pequeños momentos de felicidad que apenas duran segundos,"['Esos', 'pequeños', 'momentos', 'de', 'felicidad', 'que', 'apenas', 'duran', 'segundos']",0,0.111111111,0,0,0.111111111,0.111111111,0.111111111,0.111111111,0,0,1,0,0,0
4720,N,no puedo creer que hace unos años era muy feliz,"['no', 'puedo', 'creer', 'que', 'hace', 'unos', 'años', 'era', 'muy', 'feliz']",0,0.1,0,0,0.1,0.1,0.1,0.1,0,0.1,1,0,0,0
4721,N,"Odio ver a las parejitas abrazadas o besándose , pura envidia","['Odio', 'ver', 'a', 'las', 'parejitas', 'abrazadas', 'o', 'besándose', 'pura', 'envidia']",0.1,0.1,0.1,0.2,0,0.1,0,0.1,0,0,0,0,1,1
4722,P,"@Diablin13 Sigue pendiente de nuestras redes, estaremos regalando boletos para la premiere.","['', 'Diablin13', 'Sigue', 'pendiente', 'de', 'nuestras', 'redes', 'estaremos', 'regalando', 'boletos', 'para', 'la', 'premiere', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4723,P,"@sapitomen de me ntojaban más unos de canasta. Jijiji háblame de tú, porfa","['', 'sapitomen', 'de', 'me', 'ntojaban', 'más', 'unos', 'de', 'canasta', 'Jijiji', 'háblame', 'de', 'tú', 'porfa']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4724,P,"@atlgarza Gracias por tu Rt, fui de las primeras 5 vistas, te amo Garza","['', 'atlgarza', 'Gracias', 'por', 'tu', 'Rt', 'fui', 'de', 'las', 'primeras', '5', 'vistas', 'te', 'amo', 'Garza']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4725,N,"Mi gata es tan desconciderada, pasa sus pequeños bigotes en mi cara para que despierte","['Mi', 'gata', 'es', 'tan', 'desconciderada', 'pasa', 'sus', 'pequeños', 'bigotes', 'en', 'mi', 'cara', 'para', 'que', 'despierte']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4726,N,te levantas emocionado por ser dia de reyes pero recuerdas que ya estas grande #felizdiadereyes #Eanz,"['te', 'levantas', 'emocionado', 'por', 'ser', 'dia', 'de', 'reyes', 'pero', 'recuerdas', 'que', 'ya', 'estas', 'grande', 'felizdiadereyes', 'Eanz']",0,0.0625,0.0625,0,0.0625,0,0.0625,0,0.125,0.125,0,1,0,0
4727,N,"Se viene la goleada, ya pitale árbitro... O quiten a Ochoa para que no se lo chinguen","['Se', 'viene', 'la', 'goleada', 'ya', 'pitale', 'árbitro', 'O', 'quiten', 'a', 'Ochoa', 'para', 'que', 'no', 'se', 'lo', 'chinguen']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4728,N,No me parece justo que ya sea 6 y yo no haya comido ni un poco de rosca,"['No', 'me', 'parece', 'justo', 'que', 'ya', 'sea', '6', 'y', 'yo', 'no', 'haya', 'comido', 'ni', 'un', 'poco', 'de', 'rosca']",0,0,0,0,0,0,0.055555556,0,0,0,0,1,0,0
4729,N,Nota mental: no le quieras ayudar a alguien que no confía en ti. -La primer enseñanza de este año-,"['Nota', 'mental', 'no', 'le', 'quieras', 'ayudar', 'a', 'alguien', 'que', 'no', 'confía', 'en', 'ti', 'La', 'primer', 'enseñanza', 'de', 'este', 'año', '']",0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,1,0,0
4730,P,"Aparentemente superados los efectos de la venganza de Moctezuma, cogemos camino a Chiapas ... porque mucha historia nunca es suficiente","['Aparentemente', 'superados', 'los', 'efectos', 'de', 'la', 'venganza', 'de', 'Moctezuma', 'cogemos', 'camino', 'a', 'Chiapas', 'porque', 'mucha', 'historia', 'nunca', 'es', 'suficiente']",0.052631579,0.052631579,0,0.052631579,0,0.105263158,0,0.052631579,0.052631579,0,0,0,1,0
4731,N,"En serio si van a manifestarse Estamos en todo el derecho pero esto ya es un desmadre, en serio no mamen","['En', 'serio', 'si', 'van', 'a', 'manifestarse', 'Estamos', 'en', 'todo', 'el', 'derecho', 'pero', 'esto', 'ya', 'es', 'un', 'desmadre', 'en', 'serio', 'no', 'mamen']",0,0,0,0,0,0,0.095238095,0,0,0,0,1,0,0
4732,N,Puta gente naca por su culpa ya no me dejo mi mamá ir a partir rosca con mis amigos pónganse a trabajar,"['Puta', 'gente', 'naca', 'por', 'su', 'culpa', 'ya', 'no', 'me', 'dejo', 'mi', 'mamá', 'ir', 'a', 'partir', 'rosca', 'con', 'mis', 'amigos', 'pónganse', 'a', 'trabajar']",0.090909091,0,0.090909091,0,0,0.090909091,0,0.045454545,0,0,0,0,1,1
4733,N,"Y si haz dormido con alguien más, SI HOY duermes con alguien porfa no la abraces y no le digas que la quieres","['Y', 'si', 'haz', 'dormido', 'con', 'alguien', 'más', 'SI', 'HOY', 'duermes', 'con', 'alguien', 'porfa', 'no', 'la', 'abraces', 'y', 'no', 'le', 'digas', 'que', 'la', 'quieres']",0,0,0,0,0.043478261,0,0.043478261,0,0,0,0,1,0,0
4734,P,"Buenos días!!! Los retos en la vida no están ahí para paralizarte, sino para ayudarte a descubrir quién y que tan fuerte eres... Besitos","['Buenos', 'días', 'Los', 'retos', 'en', 'la', 'vida', 'no', 'están', 'ahí', 'para', 'paralizarte', 'sino', 'para', 'ayudarte', 'a', 'descubrir', 'quién', 'y', 'que', 'tan', 'fuerte', 'eres', 'Besitos']",0,0,0,0,0,0,0,0,0.041666667,0,1,0,0,0
4735,P,"Al rato rosca de reyes Ya se que no es hoy cuando se parte, pero s mi suegro le gusta hacer las cosas en familia","['Al', 'rato', 'rosca', 'de', 'reyes', 'Ya', 'se', 'que', 'no', 'es', 'hoy', 'cuando', 'se', 'parte', 'pero', 's', 'mi', 'suegro', 'le', 'gusta', 'hacer', 'las', 'cosas', 'en', 'familia']",0,0,0,0,0,0,0.08,0,0,0,0,1,0,1
4736,NEU,"Lejos, lejos, muy lejos...manejar hasta acá esta padre! Algo diferente q mal q ya no está la feria del caballo pq si no, me quedaba jaja!","['Lejos', 'lejos', 'muy', 'lejos', 'manejar', 'hasta', 'acá', 'esta', 'padre', 'Algo', 'diferente', 'q', 'mal', 'q', 'ya', 'no', 'está', 'la', 'feria', 'del', 'caballo', 'pq', 'si', 'no', 'me', 'quedaba', 'jaja', '']",0.037037037,0,0.037037037,0.037037037,0,0.074074074,0.037037037,0.074074074,0,0.074074074,0,0,1,0
4737,NEU,"@SayiRuiz Es que el mío dice Editar Perfil. :v jaja, no sólo se cambia el nombre... No el username, ya mejor me espero a estar en PC","['', 'SayiRuiz', 'Es', 'que', 'el', 'mío', 'dice', 'Editar', 'Perfil', 'v', 'jaja', 'no', 'sólo', 'se', 'cambia', 'el', 'nombre', 'No', 'el', 'username', 'ya', 'mejor', 'me', 'espero', 'a', 'estar', 'en', 'PC']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4738,N,Hoy un señor en el súper me dijo señora. Tengo dos teorías: es un pendejo porque agarro mi carrito en vez del suyo o real me veo vieja,"['Hoy', 'un', 'señor', 'en', 'el', 'súper', 'me', 'dijo', 'señora', 'Tengo', 'dos', 'teorías', 'es', 'un', 'pendejo', 'porque', 'agarro', 'mi', 'carrito', 'en', 'vez', 'del', 'suyo', 'o', 'real', 'me', 'veo', 'vieja']",0,0,0,0,0,0,0.035714286,0,0,0.035714286,0,1,0,0
4739,N,@Yo_Soy_B es que aquí no hay así que diga edificios y lugares históricos y los que hay son como 3 y ya no esta chido por eso lo digo.,"['', 'Yo', 'Soy', 'B', 'es', 'que', 'aquí', 'no', 'hay', 'así', 'que', 'diga', 'edificios', 'y', 'lugares', 'históricos', 'y', 'los', 'que', 'hay', 'son', 'como', '3', 'y', 'ya', 'no', 'esta', 'chido', 'por', 'eso', 'lo', 'digo', '']",0,0,0,0,0.032258065,0,0.032258065,0,0,0.032258065,0,1,0,0
4740,N,Tan sabroso que estaba durmiendo,"['Tan', 'sabroso', 'que', 'estaba', 'durmiendo']",0,0,0,0,0,0,0.2,0,0,0,0,1,0,0
4741,NEU,@PPTeamKaren cuando hacen un helado galáctico,"['', 'PPTeamKaren', 'cuando', 'hacen', 'un', 'helado', 'galáctico']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4742,NEU,@JhosselinOlan Jajaja mismo edificio pero diferentes pasillos,"['', 'JhosselinOlan', 'Jajaja', 'mismo', 'edificio', 'pero', 'diferentes', 'pasillos']",0,0,0,0,0,0,0.142857143,0,0,0,0,1,0,0
4743,P,El sueño mas hermoso que he tenido. #nomequeriadespertar,"['El', 'sueño', 'mas', 'hermoso', 'que', 'he', 'tenido', 'nomequeriadespertar']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4744,P,"Fue una muy pero muy agradable platica, espero repetirlo","['Fue', 'una', 'muy', 'pero', 'muy', 'agradable', 'platica', 'espero', 'repetirlo']",0,0.111111111,0,0,0.111111111,0.222222222,0.111111111,0.222222222,0.111111111,0.111111111,0,0,1,0
4745,NEU,"Es como si ya me hubiera ido a vivir sola,","['Es', 'como', 'si', 'ya', 'me', 'hubiera', 'ido', 'a', 'vivir', 'sola', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4746,N,K desesperante es hablar con alguien que tarda mucho en contestar,"['K', 'desesperante', 'es', 'hablar', 'con', 'alguien', 'que', 'tarda', 'mucho', 'en', 'contestar']",0,0,0,0,0,0,0.090909091,0,0,0,0,1,0,0
4747,N,"@ivonnems28 ¿crees? Hahaha obvio si, todos toditos, de todas toditas las personas","['', 'ivonnems28', 'crees', 'Hahaha', 'obvio', 'si', 'todos', 'toditos', 'de', 'todas', 'toditas', 'las', 'personas']",0,0,0,0,0,0,0.083333333,0,0,0.083333333,0,1,0,0
4748,N,Esos taquitos al pastor me están destrozando el estomago peor que tus engaños,"['Esos', 'taquitos', 'al', 'pastor', 'me', 'están', 'destrozando', 'el', 'estomago', 'peor', 'que', 'tus', 'engaños']",0,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0,0.076923077,1,0,0,0
4749,N,"@ivonnemelgar tristemente cierto: Otra historia lamentable de política femenina fallida, muy buen articulo! Abrazo","['', 'ivonnemelgar', 'tristemente', 'cierto', 'Otra', 'historia', 'lamentable', 'de', 'política', 'femenina', 'fallida', 'muy', 'buen', 'articulo', 'Abrazo']",0,0,0,0,0.071428571,0.214285714,0.071428571,0.214285714,0,0.071428571,0,0,1,1
4750,P,"@vcatita al contrario, me creo poco porque según mi ""couchhhhhh"" ya debo de hacer 6k","['', 'vcatita', 'al', 'contrario', 'me', 'creo', 'poco', 'porque', 'según', 'mi', 'couchhhhhh', 'ya', 'debo', 'de', 'hacer', '6k']",0.066666667,0,0.066666667,0.066666667,0,0.066666667,0.066666667,0,0,0,1,0,0,0
4751,P,"No, pero más bonito es volverlos a ver y saber que se alegran por mi regreso.","['No', 'pero', 'más', 'bonito', 'es', 'volverlos', 'a', 'ver', 'y', 'saber', 'que', 'se', 'alegran', 'por', 'mi', 'regreso', '']",0,0.0625,0,0.0625,0,0,0,0,0,0,1,0,0,0
4752,P,"@ItzeelF18 ¡Con mucho gusto! De entrada, por aquí los mejores deseos para el año que ya llega.","['', 'ItzeelF18', 'Con', 'mucho', 'gusto', 'De', 'entrada', 'por', 'aquí', 'los', 'mejores', 'deseos', 'para', 'el', 'año', 'que', 'ya', 'llega', '']",0,0,0,0,0.058823529,0,0.058823529,0,0,0.117647059,0,1,0,1
4753,N,"Dices que me.entiendes pero se que pasará lo mismo, te enfadaras y ya no me vas a hablar","['Dices', 'que', 'me', 'entiendes', 'pero', 'se', 'que', 'pasará', 'lo', 'mismo', 'te', 'enfadaras', 'y', 'ya', 'no', 'me', 'vas', 'a', 'hablar']",0,0,0,0,0,0,0.052631579,0,0,0,0,1,0,0
4754,P,"10 AÑOS DEDICÁNDOME AL PERIODISMO, Y LOS QUE ME FALTAN POR CUMPLIR 6 años en la F1 &amp; UFC","['10', 'AÑOS', 'DEDICÁNDOME', 'AL', 'PERIODISMO', 'Y', 'LOS', 'QUE', 'ME', 'FALTAN', 'POR', 'CUMPLIR', '6', 'años', 'en', 'la', 'F1', 'amp', 'UFC']",0,0,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0,1,0,1
4755,N,Pues empecé mi día con el pie derecho... metido en un monte de tierra por las reparaciones de las calles,"['Pues', 'empecé', 'mi', 'día', 'con', 'el', 'pie', 'derecho', 'metido', 'en', 'un', 'monte', 'de', 'tierra', 'por', 'las', 'reparaciones', 'de', 'las', 'calles']",0,0,0,0,0,0,0.05,0,0,0.05,0,1,0,0
4756,N,"Y fue como ""¿Viste cuantos akatsukis salen?"", ""¿Y Gaara?"", ""¿Y el imbécil de Sasuke?"". Fue como el TODO ese primer episiodio","['Y', 'fue', 'como', 'Viste', 'cuantos', 'akatsukis', 'salen', 'Y', 'Gaara', 'Y', 'el', 'imbécil', 'de', 'Sasuke', 'Fue', 'como', 'el', 'TODO', 'ese', 'primer', 'episiodio']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4757,N,"@SirArminDice voy a leer sobre ello Por cierto, no estoy en contra de la propiedad privada, por errores me refería al invididualosmo..","['', 'SirArminDice', 'voy', 'a', 'leer', 'sobre', 'ello', 'Por', 'cierto', 'no', 'estoy', 'en', 'contra', 'de', 'la', 'propiedad', 'privada', 'por', 'errores', 'me', 'refería', 'al', 'invididualosmo', '']",0,0,0,0,0,0,0.045454545,0,0,0,0,1,0,0
4758,N,"Odio tener una voz horrible y que a la vez ame cantar, no es justo ¿por que la vida me trata tan mal?","['Odio', 'tener', 'una', 'voz', 'horrible', 'y', 'que', 'a', 'la', 'vez', 'ame', 'cantar', 'no', 'es', 'justo', 'por', 'que', 'la', 'vida', 'me', 'trata', 'tan', 'mal', '']",0.130434783,0.043478261,0.130434783,0.130434783,0.043478261,0.130434783,0.086956522,0.173913043,0,0.043478261,0,0,1,1
4759,P,"Días!!! Sí te caíste no importa; levántate,continua y haz a un lado la piedra con la que tropezaste, para no caer de nuevo... Besitos","['Días', 'Sí', 'te', 'caíste', 'no', 'importa', 'levántate', 'continua', 'y', 'haz', 'a', 'un', 'lado', 'la', 'piedra', 'con', 'la', 'que', 'tropezaste', 'para', 'no', 'caer', 'de', 'nuevo', 'Besitos']",0.04,0,0,0,0.04,0.08,0.04,0.04,0,0,0,0,1,0
4760,N,"21 medallas de oro de Phelps, eso que?, La seleccion mexicana de fut ganaron 23 hace 4 años! Ah QUEEE??? Nadamás vale por una? Avisenme!","['21', 'medallas', 'de', 'oro', 'de', 'Phelps', 'eso', 'que', 'La', 'seleccion', 'mexicana', 'de', 'fut', 'ganaron', '23', 'hace', '4', 'años', 'Ah', 'QUEEE', 'Nadamás', 'vale', 'por', 'una', 'Avisenme', '']",0,0,0,0,0,0,0.04,0,0,0.04,0,1,0,0
4761,N,"Si algo detesto de la consulta es a los familiares groseros de los adultos mayores, la impotencia de saber que se tienen que ir con ellos","['Si', 'algo', 'detesto', 'de', 'la', 'consulta', 'es', 'a', 'los', 'familiares', 'groseros', 'de', 'los', 'adultos', 'mayores', 'la', 'impotencia', 'de', 'saber', 'que', 'se', 'tienen', 'que', 'ir', 'con', 'ellos']",0.038461538,0,0,0.038461538,0,0.038461538,0,0.038461538,0,0,0,0,1,1
4762,NEU,"tengo mucho miedo de que los del sur no quieran venir a la AN sólo porque es en CUU pls animense, yo los hospedo, los quiero mil","['tengo', 'mucho', 'miedo', 'de', 'que', 'los', 'del', 'sur', 'no', 'quieran', 'venir', 'a', 'la', 'AN', 'sólo', 'porque', 'es', 'en', 'CUU', 'pls', 'animense', 'yo', 'los', 'hospedo', 'los', 'quiero', 'mil']",0.037037037,0.037037037,0,0.037037037,0,0.037037037,0,0,0.037037037,0,0,0,1,0
4763,N,"Hablando de miradas lascivas, yo una vez vi en el metro a un maldito viejo, que no dejaba de ver a una niña de la secundaria con uniforme","['Hablando', 'de', 'miradas', 'lascivas', 'yo', 'una', 'vez', 'vi', 'en', 'el', 'metro', 'a', 'un', 'maldito', 'viejo', 'que', 'no', 'dejaba', 'de', 'ver', 'a', 'una', 'niña', 'de', 'la', 'secundaria', 'con', 'uniforme']",0.035714286,0.035714286,0,0.071428571,0,0.035714286,0,0.035714286,0,0,0,0,1,1
4764,N,"no puede ser que ya no me pueda ni eresar en esta red social por qué todo se lo rolan a mi mamá, créeme que no ayudas en nada","['no', 'puede', 'ser', 'que', 'ya', 'no', 'me', 'pueda', 'ni', 'eresar', 'en', 'esta', 'red', 'social', 'por', 'qué', 'todo', 'se', 'lo', 'rolan', 'a', 'mi', 'mamá', 'créeme', 'que', 'no', 'ayudas', 'en', 'nada']",0,0.034482759,0,0,0,0.034482759,0,0.034482759,0,0,0,0,1,1
4765,N,@kymposiblee eres bien mala onda,"['', 'kymposiblee', 'eres', 'bien', 'mala', 'onda']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4766,N,Es culera pero así la quiero,"['Es', 'culera', 'pero', 'así', 'la', 'quiero']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4767,P,#Stop. Dios es bueno en todo tiempo,"['', 'Stop', 'Dios', 'es', 'bueno', 'en', 'todo', 'tiempo']",0,0.428571429,0,0.142857143,0.285714286,0,0.285714286,0,0.142857143,0.285714286,0,1,0,1
4768,N,que triste de verdad @Rayados @PueblaFC @PumasMX @SanCadilla,"['que', 'triste', 'de', 'verdad', 'Rayados', 'PueblaFC', 'PumasMX', 'SanCadilla']",0.125,0,0.125,0.125,0,0.125,0.125,0.125,0,0.125,1,0,0,0
4769,N,"De nuevo en la escuela, porque agarre inter #matavacaciones","['De', 'nuevo', 'en', 'la', 'escuela', 'porque', 'agarre', 'inter', 'matavacaciones']",0,0,0,0,0,0,0,0,0,0.111111111,1,0,0,0
4770,N,No está chido empezar el año con lesión de tobillo,"['No', 'está', 'chido', 'empezar', 'el', 'año', 'con', 'lesión', 'de', 'tobillo']",0,0,0,0,0.1,0,0.1,0,0,0.1,0,1,0,0
4771,N,"@Jimena_Quijano terribles, pero ni pedo yo el jueves iré a cambiarlas","['', 'Jimena', 'Quijano', 'terribles', 'pero', 'ni', 'pedo', 'yo', 'el', 'jueves', 'iré', 'a', 'cambiarlas']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4772,P,"@mrous_ @carolgvivas La belleza de Tigres presente en todas partes Saludos, chicas!","['', 'mrous', 'carolgvivas', 'La', 'belleza', 'de', 'Tigres', 'presente', 'en', 'todas', 'partes', 'Saludos', 'chicas', '']",0,0.083333333,0,0,0.166666667,0,0.166666667,0,0.083333333,0.083333333,0,1,0,1
4773,N,Tengo un buen de ganas de ir al cine pero soy tan flojo,"['Tengo', 'un', 'buen', 'de', 'ganas', 'de', 'ir', 'al', 'cine', 'pero', 'soy', 'tan', 'flojo']",0,0,0,0,0,0.076923077,0,0,0,0,0,0,1,1
4774,P,wawwwww siempre encuentro la modelo perfecta amo mi pasion de diseñar #javiercarbajaldiseñador #cdmx #atelierjaviercarbajal,"['wawwwww', 'siempre', 'encuentro', 'la', 'modelo', 'perfecta', 'amo', 'mi', 'pasion', 'de', 'diseñar', 'javiercarbajaldiseñador', 'cdmx', 'atelierjaviercarbajal']",0,0,0,0,0,0,0.071428571,0,0,0,0,1,0,1
4775,N,"y así, con tu gran ocico cerrado es como te ves más o menos bonita","['y', 'así', 'con', 'tu', 'gran', 'ocico', 'cerrado', 'es', 'como', 'te', 'ves', 'más', 'o', 'menos', 'bonita']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4776,P,"@monssev12: We, yo solo quiero que alito y lapizito me quieran, ¿Es mucho pedir? X2 @lapizito123","['', 'monssev12', 'We', 'yo', 'solo', 'quiero', 'que', 'alito', 'y', 'lapizito', 'me', 'quieran', 'Es', 'mucho', 'pedir', 'X2', 'lapizito123']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4777,N,"Hoy entre a sephora y los productos de benefit están bien caros, casi salgo llorando de ahí.","['Hoy', 'entre', 'a', 'sephora', 'y', 'los', 'productos', 'de', 'benefit', 'están', 'bien', 'caros', 'casi', 'salgo', 'llorando', 'de', 'ahí', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4778,N,necesito nuevo dealer éste cuatri será difícil si no dejo mi vida en manos de la bendita drogadicción,"['necesito', 'nuevo', 'dealer', 'éste', 'cuatri', 'será', 'difícil', 'si', 'no', 'dejo', 'mi', 'vida', 'en', 'manos', 'de', 'la', 'bendita', 'drogadicción']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4779,P,"@Gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas","['', 'Gloryagpem', 'karench0708', 'ayer', 'andábamos', 'por', 'allá', 'jaja', 'le', 'diré', 'que', 'vayamos', 'mañana', 'a', 'ver', 'si', 'me', 'dejan', 'gracias', 'lindas']",0,0.052631579,0,0.052631579,0,0,0,0,0,0,1,0,0,0
4780,NEU,"@Filibrown jajajajajaja. De todos esos nomás rebozos merco, jajaja. Mi troca es tailandesa no la han traído a silao uu","['', 'Filibrown', 'jajajajajaja', 'De', 'todos', 'esos', 'nomás', 'rebozos', 'merco', 'jajaja', 'Mi', 'troca', 'es', 'tailandesa', 'no', 'la', 'han', 'traído', 'a', 'silao', 'uu']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4781,NEU,@szurita ya estuvo que el mexicano se quedó preso la Lic @ruizmassieu ya no es la mera! Mera ahora es Videgaray,"['', 'szurita', 'ya', 'estuvo', 'que', 'el', 'mexicano', 'se', 'quedó', 'preso', 'la', 'Lic', 'ruizmassieu', 'ya', 'no', 'es', 'la', 'mera', 'Mera', 'ahora', 'es', 'Videgaray']",0.047619048,0,0.047619048,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,1,0
4782,N,"La edad me trae fugas... de sentimientos, buen juicio, buen gusto, sentido común, prudencia y cortesía. La incontinencia aún no me llega","['La', 'edad', 'me', 'trae', 'fugas', 'de', 'sentimientos', 'buen', 'juicio', 'buen', 'gusto', 'sentido', 'común', 'prudencia', 'y', 'cortesía', 'La', 'incontinencia', 'aún', 'no', 'me', 'llega']",0,0,0,0,0.045454545,0,0.136363636,0,0.090909091,0.045454545,0,1,0,0
4783,P,"@pwoblematique la edad jajaja ntc, pues no sé, supongo es normal digamos q me pasó igual pero con los videojuegos encontré mi máximo","['', 'pwoblematique', 'la', 'edad', 'jajaja', 'ntc', 'pues', 'no', 'sé', 'supongo', 'es', 'normal', 'digamos', 'q', 'me', 'pasó', 'igual', 'pero', 'con', 'los', 'videojuegos', 'encontré', 'mi', 'máximo']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
4784,P,"Sí es Shido ser fiel Yo sabía que lo era. Qué me pasó esas veces? O sea, fue desde mi primer novio en CCH...","['Sí', 'es', 'Shido', 'ser', 'fiel', 'Yo', 'sabía', 'que', 'lo', 'era', 'Qué', 'me', 'pasó', 'esas', 'veces', 'O', 'sea', 'fue', 'desde', 'mi', 'primer', 'novio', 'en', 'CCH', '']",0,0.041666667,0,0,0.041666667,0,0.083333333,0.041666667,0,0.083333333,0,1,0,1
4785,NEU,@travel_gaia 10pax -$200 20pax - $320 10 pax rellena - $280 20 pax rellena - $400 Relleno sugerido es de cajeta o cajeta con nuez,"['', 'travel', 'gaia', '10pax', '200', '20pax', '320', '10', 'pax', 'rellena', '280', '20', 'pax', 'rellena', '400', 'Relleno', 'sugerido', 'es', 'de', 'cajeta', 'o', 'cajeta', 'con', 'nuez']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
4786,NEU,"@DafneCa1 estaba pensando en preguntarte sí ibas a ir jaja :v,el jueves nos vemos allá me voy a sentir raro por que todos ya se llevan","['', 'DafneCa1', 'estaba', 'pensando', 'en', 'preguntarte', 'sí', 'ibas', 'a', 'ir', 'jaja', 'v', 'el', 'jueves', 'nos', 'vemos', 'allá', 'me', 'voy', 'a', 'sentir', 'raro', 'por', 'que', 'todos', 'ya', 'se', 'llevan']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
